Sample:float;Data:float
"0.0";"1697.692138671875"
"1.0";"1615.489990234375"
"2.0";"1496.161865234375"
"3.0";"1586.9912109375"
"4.0";"1647.3638916015625"
"5.0";"1546.20654296875"
"6.0";"1546.20654296875"
"7.0";"1526.8665771484375"
"8.0";"1620.7872314453125"
"9.0";"1649.92333984375"
"10.0";"1530.09326171875"
"11.0";"1578.08154296875"
"12.0";"1629.1356201171875"
"13.0";"1643.9385986328125"
"14.0";"1574.1177978515625"
"15.0";"1590.211669921875"
"16.0";"1588.1268310546875"
"17.0";"1580.435791015625"
"18.0";"1521.874267578125"
"19.0";"1678.8131103515625"
"20.0";"1576.336669921875"
"21.0";"1576.336669921875"
"22.0";"1490.3675537109375"
"23.0";"1620.418212890625"
"24.0";"1571.6109619140625"
"25.0";"1570.4228515625"
"26.0";"1518.672119140625"
"27.0";"1487.9189453125"
"28.0";"1355.6796875"
"29.0";"1344.076416015625"
"30.0";"1330.072021484375"
"31.0";"1374.864990234375"
"32.0";"1186.4752197265625"
"33.0";"1209.3013916015625"
"34.0";"1295.914306640625"
"35.0";"1358.280517578125"
"36.0";"1280.7252197265625"
"37.0";"1313.3212890625"
"38.0";"1336.7264404296875"
"39.0";"1385.494384765625"
"40.0";"1418.84716796875"
"41.0";"1420.54833984375"
"42.0";"1392.7252197265625"
"43.0";"1433.9464111328125"
"44.0";"1439.0970458984375"
"45.0";"1456.685302734375"
"46.0";"1407.7506103515625"
"47.0";"1557.945556640625"
"48.0";"1488.234375"
"49.0";"1478.0362548828125"
"50.0";"1495.27490234375"
"51.0";"1547.5379638671875"
"52.0";"1450.21142578125"
"53.0";"1513.9754638671875"
"54.0";"1662.3388671875"
"55.0";"1591.17626953125"
"56.0";"1508.060546875"
"57.0";"1451.2991943359375"
"58.0";"1610.4320068359375"
"59.0";"1629.56298828125"
"60.0";"1588.8692626953125"
"61.0";"1491.6708984375"
"62.0";"1533.520751953125"
"63.0";"1631.6429443359375"
"64.0";"1628.22900390625"
"65.0";"1617.5325927734375"
"66.0";"1507.9935302734375"
"67.0";"1580.3729248046875"
"68.0";"1571.049072265625"
"69.0";"1575.908935546875"
"70.0";"1593.1658935546875"
"71.0";"1658.84423828125"
"72.0";"1594.1611328125"
"73.0";"1592.2685546875"
"74.0";"1574.40966796875"
"75.0";"1612.78466796875"
"76.0";"1563.540283203125"
"77.0";"1663.61865234375"
"78.0";"1665.7200927734375"
"79.0";"1637.2745361328125"
"80.0";"1573.2591552734375"
"81.0";"1642.864013671875"
"82.0";"1687.6314697265625"
"83.0";"1483.3646240234375"
"84.0";"1565.437744140625"
"85.0";"1629.5048828125"
"86.0";"1667.948486328125"
"87.0";"1641.3018798828125"
"88.0";"1572.277587890625"
"89.0";"1686.5411376953125"
"90.0";"1664.98779296875"
"91.0";"1560.4012451171875"
"92.0";"1651.8873291015625"
"93.0";"1711.193359375"
"94.0";"1679.9892578125"
"95.0";"1477.508544921875"
"96.0";"1479.355224609375"
"97.0";"1481.14794921875"
"98.0";"1554.41162109375"
"99.0";"1493.1328125"
"100.0";"1455.3558349609375"
"101.0";"1371.327392578125"
"102.0";"1341.5499267578125"
"103.0";"1306.6171875"
"104.0";"1299.4169921875"
"105.0";"1259.476806640625"
"106.0";"1211.4461669921875"
"107.0";"1167.072021484375"
"108.0";"1251.9058837890625"
"109.0";"1133.583251953125"
"110.0";"1283.78271484375"
"111.0";"1326.918701171875"
"112.0";"1270.4281005859375"
"113.0";"1295.580078125"
"114.0";"1318.5303955078125"
"115.0";"1348.75341796875"
"116.0";"1336.48486328125"
"117.0";"1364.05078125"
"118.0";"1424.8848876953125"
"119.0";"1411.7359619140625"
"120.0";"1405.94921875"
"121.0";"1374.0511474609375"
"122.0";"1439.279541015625"
"123.0";"1462.323974609375"
"124.0";"1428.7354736328125"
"125.0";"1430.692138671875"
"126.0";"1436.2410888671875"
"127.0";"1473.5400390625"
"128.0";"1545.1435546875"
"129.0";"1418.767822265625"
"130.0";"1418.52490234375"
"131.0";"1479.9193115234375"
"132.0";"1561.490966796875"
"133.0";"1494.646484375"
"134.0";"1449.05029296875"
"135.0";"1511.67626953125"
"136.0";"1531.2637939453125"
"137.0";"1525.69091796875"
"138.0";"1500.227783203125"
"139.0";"1551.1365966796875"
"140.0";"1611.035400390625"
"141.0";"1529.847900390625"
"142.0";"1504.4527587890625"
"143.0";"1559.461181640625"
"144.0";"1601.845458984375"
"145.0";"1567.035400390625"
"146.0";"1542.4989013671875"
"147.0";"1561.9730224609375"
"148.0";"1589.349365234375"
"149.0";"1609.9163818359375"
"150.0";"1576.603515625"
"151.0";"1497.7626953125"
"152.0";"1496.123046875"
"153.0";"1704.445068359375"
"154.0";"1676.3353271484375"
"155.0";"1625.018798828125"
"156.0";"1486.664794921875"
"157.0";"1484.7347412109375"
"158.0";"1558.032958984375"
"159.0";"1696.3106689453125"
"160.0";"1654.111083984375"
"161.0";"1590.405517578125"
"162.0";"1597.6689453125"
"163.0";"1597.7972412109375"
"164.0";"1595.8660888671875"
"165.0";"1645.416748046875"
"166.0";"1656.9132080078125"
"167.0";"1546.159912109375"
"168.0";"1546.159912109375"
"169.0";"1516.904541015625"
"170.0";"1706.154541015625"
"171.0";"1657.1737060546875"
"172.0";"1618.36376953125"
"173.0";"1566.7596435546875"
"174.0";"1545.3712158203125"
"175.0";"1521.0250244140625"
"176.0";"1500.3131103515625"
"177.0";"1480.38134765625"
"178.0";"1427.093505859375"
"179.0";"1353.1884765625"
"180.0";"1470.1875"
"181.0";"1324.546875"
"182.0";"1237.5565185546875"
"183.0";"1227.7618408203125"
"184.0";"1301.98974609375"
"185.0";"1459.2396240234375"
"186.0";"1346.0726318359375"
"187.0";"1333.5401611328125"
"188.0";"1161.170654296875"
"189.0";"1450.98046875"
"190.0";"1484.0040283203125"
"191.0";"1508.1796875"
"192.0";"1314.74951171875"
"193.0";"1450.1104736328125"
"194.0";"1354.8687744140625"
"195.0";"1561.300048828125"
"196.0";"1530.188720703125"
"197.0";"1623.574462890625"
"198.0";"1375.676513671875"
"199.0";"1395.149658203125"
"200.0";"1502.6473388671875"
"201.0";"1611.670654296875"
"202.0";"1559.00048828125"
"203.0";"1500.3076171875"
"204.0";"1467.81201171875"
"205.0";"1559.495849609375"
"206.0";"1538.182861328125"
"207.0";"1545.1181640625"
"208.0";"1569.455810546875"
"209.0";"1535.1680908203125"
"210.0";"1518.8785400390625"
"211.0";"1565.6492919921875"
"212.0";"1574.4857177734375"
"213.0";"1660.7664794921875"
"214.0";"1609.1517333984375"
"215.0";"1440.86279296875"
"216.0";"1507.3209228515625"
"217.0";"1629.974365234375"
"218.0";"1741.06298828125"
"219.0";"1597.603759765625"
"220.0";"1599.542236328125"
"221.0";"1669.6943359375"
"222.0";"1469.453857421875"
"223.0";"1446.3941650390625"
"224.0";"1603.2105712890625"
"225.0";"1804.42626953125"
"226.0";"1684.835205078125"
"227.0";"1459.02880859375"
"228.0";"1642.211669921875"
"229.0";"1580.06591796875"
"230.0";"1591.1392822265625"
"231.0";"1716.552490234375"
"232.0";"1762.2076416015625"
"233.0";"1586.055419921875"
"234.0";"1413.319091796875"
"235.0";"1585.714599609375"
"236.0";"1626.979736328125"
"237.0";"1788.8564453125"
"238.0";"1675.7332763671875"
"239.0";"1335.974609375"
"240.0";"1602.6156005859375"
"241.0";"1701.413818359375"
"242.0";"1634.531982421875"
"243.0";"1768.251953125"
"244.0";"1806.7392578125"
"245.0";"1558.059814453125"
"246.0";"1485.631591796875"
"247.0";"1495.657470703125"
"248.0";"1710.3719482421875"
"249.0";"1506.27734375"
"250.0";"1459.727294921875"
"251.0";"1310.6357421875"
"252.0";"1347.360107421875"
"253.0";"1241.244873046875"
"254.0";"1342.506103515625"
"255.0";"1280.2769775390625"
"256.0";"1315.513427734375"
"257.0";"1184.512451171875"
"258.0";"1244.2314453125"
"259.0";"1179.2933349609375"
"260.0";"1268.4844970703125"
"261.0";"1177.4979248046875"
"262.0";"1196.1329345703125"
