Sample:float;Data:float
"0.0";"2201.06689453125"
"1.0";"2252.29736328125"
"2.0";"2317.549072265625"
"3.0";"2411.8603515625"
"4.0";"2313.717529296875"
"5.0";"2383.24267578125"
"6.0";"2181.657470703125"
"7.0";"2311.5087890625"
"8.0";"2322.41552734375"
"9.0";"2350.939453125"
"10.0";"2212.56494140625"
"11.0";"2155.57666015625"
"12.0";"2319.808349609375"
"13.0";"2436.384521484375"
"14.0";"2216.207275390625"
"15.0";"2216.269287109375"
"16.0";"2216.850341796875"
"17.0";"2421.00048828125"
"18.0";"2203.561279296875"
"19.0";"2232.637939453125"
"20.0";"2186.85888671875"
"21.0";"2272.357421875"
"22.0";"2320.24609375"
"23.0";"2247.836669921875"
"24.0";"2318.213134765625"
"25.0";"2474.6767578125"
"26.0";"2396.64404296875"
"27.0";"2218.434326171875"
"28.0";"2303.088134765625"
"29.0";"2603.42919921875"
"30.0";"2531.71044921875"
"31.0";"2338.169921875"
"32.0";"2334.5634765625"
"33.0";"2556.484375"
"34.0";"2322.0810546875"
"35.0";"2187.86572265625"
"36.0";"2195.089599609375"
"37.0";"2432.798828125"
"38.0";"2284.175048828125"
"39.0";"2290.072509765625"
"40.0";"2275.4580078125"
"41.0";"2298.741943359375"
"42.0";"2315.817138671875"
"43.0";"2326.27734375"
"44.0";"2290.464599609375"
"45.0";"2215.19287109375"
"46.0";"2394.49072265625"
"47.0";"2386.268798828125"
"48.0";"2248.656494140625"
"49.0";"2308.822021484375"
"50.0";"2458.08984375"
"51.0";"2343.660400390625"
"52.0";"2365.228515625"
"53.0";"2310.66455078125"
"54.0";"2523.7578125"
"55.0";"2495.021240234375"
"56.0";"2320.288330078125"
"57.0";"2343.64453125"
"58.0";"2373.781494140625"
"59.0";"2311.303955078125"
"60.0";"2177.18115234375"
"61.0";"2301.14013671875"
"62.0";"2321.576416015625"
"63.0";"2452.29443359375"
"64.0";"2241.33740234375"
"65.0";"2170.3955078125"
"66.0";"2399.58837890625"
"67.0";"2410.17431640625"
"68.0";"2396.421875"
"69.0";"2110.265869140625"
"70.0";"2355.584228515625"
"71.0";"2419.353271484375"
"72.0";"2067.296630859375"
"73.0";"2409.79052734375"
"74.0";"2545.16650390625"
"75.0";"2281.966552734375"
"76.0";"2334.246826171875"
"77.0";"2375.8056640625"
"78.0";"2530.85498046875"
"79.0";"2337.630126953125"
"80.0";"2263.5302734375"
"81.0";"2705.29833984375"
"82.0";"2491.0634765625"
"83.0";"2295.577392578125"
"84.0";"2304.442626953125"
"85.0";"2318.33154296875"
"86.0";"2397.790771484375"
"87.0";"2143.19775390625"
"88.0";"2171.103271484375"
"89.0";"2283.4052734375"
"90.0";"2276.733154296875"
"91.0";"2288.05712890625"
"92.0";"2222.690673828125"
"93.0";"2214.1962890625"
"94.0";"2179.1435546875"
"95.0";"2160.7587890625"
"96.0";"2270.6025390625"
"97.0";"2290.71435546875"
"98.0";"2175.635986328125"
"99.0";"2330.42724609375"
"100.0";"2418.827392578125"
"101.0";"2358.057861328125"
"102.0";"2206.48046875"
"103.0";"2253.457275390625"
"104.0";"2363.900390625"
"105.0";"2446.820556640625"
"106.0";"2336.89599609375"
"107.0";"2254.42333984375"
"108.0";"2263.658447265625"
"109.0";"2384.032958984375"
"110.0";"2308.3310546875"
"111.0";"2149.157958984375"
"112.0";"2225.901123046875"
"113.0";"2392.87158203125"
"114.0";"2177.57763671875"
"115.0";"2229.2197265625"
"116.0";"2295.76513671875"
"117.0";"2283.173828125"
"118.0";"2266.183837890625"
"119.0";"2334.7646484375"
"120.0";"2197.88916015625"
"121.0";"2188.417724609375"
"122.0";"2305.684326171875"
"123.0";"2248.90380859375"
"124.0";"2400.712890625"
"125.0";"2285.063232421875"
"126.0";"2205.20556640625"
"127.0";"2326.4765625"
"128.0";"2409.666015625"
"129.0";"2276.336181640625"
"130.0";"2316.6416015625"
"131.0";"2389.468017578125"
"132.0";"2324.65380859375"
"133.0";"2338.0654296875"
"134.0";"2304.533447265625"
"135.0";"2230.250732421875"
"136.0";"2190.21044921875"
"137.0";"2234.149658203125"
"138.0";"2275.80419921875"
"139.0";"2111.404052734375"
"140.0";"2179.404296875"
"141.0";"2294.57421875"
"142.0";"2197.019287109375"
"143.0";"2197.306640625"
"144.0";"2238.04541015625"
"145.0";"2313.06005859375"
"146.0";"2251.89208984375"
"147.0";"2197.37646484375"
"148.0";"2250.515625"
"149.0";"2398.767333984375"
"150.0";"2294.453125"
"151.0";"2240.51220703125"
"152.0";"2280.52783203125"
"153.0";"2384.79443359375"
"154.0";"2350.177978515625"
"155.0";"2326.935302734375"
"156.0";"2319.78369140625"
"157.0";"2368.166748046875"
"158.0";"2371.848388671875"
"159.0";"2239.561767578125"
