-0.046407707 0
-0.046397707 0
-0.046387707 12.7995
-0.046377707 -435.183
-0.046367707 -441.583
-0.046357707 0
-0.046347707 0
-0.046337707 0
-0.046327707 12.7995
-0.046317707 -6.39975
-0.046307707 6.39975
-0.046297707 0
-0.046287707 -6.39975
-0.046277707 12.7995
-0.046267707 12.7995
-0.046257707 0
-0.046247707 -441.583
-0.046237707 -441.583
-0.046227707 -6.39975
-0.046217707 0
-0.046207707 6.39975
-0.046197707 0
-0.046187707 6.39975
-0.046177707 6.39975
-0.046167707 6.39975
-0.046157707 -6.39975
-0.046147707 -6.39975
-0.046137707 -12.7995
-0.046127707 -447.983
-0.046117707 -441.583
-0.046107707 6.39975
-0.046097707 -6.39975
-0.046087707 0
-0.046077707 0
-0.046067707 0
-0.046057707 -6.39975
-0.046047707 6.39975
-0.046037707 6.39975
-0.046027707 6.39975
-0.046017707 6.39975
-0.046007707 0
-0.045997707 -435.183
-0.045987707 -435.183
-0.045977707 -6.39975
-0.045967707 -12.7995
-0.045957707 0
-0.045947707 6.39975
-0.045937707 -6.39975
-0.045927707 0
-0.045917707 0
-0.045907707 6.39975
-0.045897707 6.39975
-0.045887707 6.39975
-0.045877707 -441.583
-0.045867707 -428.784
-0.045857707 -6.39975
-0.045847707 0
-0.045837707 0
-0.045827707 0
-0.045817707 -6.39975
-0.045807707 -6.39975
-0.045797707 0
-0.045787707 6.39975
-0.045777707 -6.39975
-0.045767707 12.7995
-0.045757707 6.39975
-0.045747707 -441.583
-0.045737707 -428.784
-0.045727707 0
-0.045717707 -6.39975
-0.045707707 6.39975
-0.045697707 0
-0.045687707 -6.39975
-0.045677707 12.7995
-0.045667707 6.39975
-0.045657707 0
-0.045647707 -6.39975
-0.045637707 6.39975
-0.045627707 -441.583
-0.045617707 -441.583
-0.045607707 0
-0.045597707 0
-0.045587707 -6.39975
-0.045577707 -6.39975
-0.045567707 0
-0.045557707 0
-0.045547707 6.39975
-0.045537707 6.39975
-0.045527707 -6.39975
-0.045517707 -6.39975
-0.045507707 6.39975
-0.045497707 -435.183
-0.045487707 -435.183
-0.045477707 -12.7995
-0.045467707 0
-0.045457707 0
-0.045447707 -12.7995
-0.045437707 6.39975
-0.045427707 6.39975
-0.045417707 -12.7995
-0.045407707 0
-0.045397707 6.39975
-0.045387707 0
-0.045377707 -435.183
-0.045367707 -428.784
-0.045357707 -12.7995
-0.045347707 0
-0.045337707 6.39975
-0.045327707 0
-0.045317707 6.39975
-0.045307707 0
-0.045297707 0
-0.045287707 0
-0.045277707 0
-0.045267707 0
-0.045257707 0
-0.045247707 -441.583
-0.045237707 -441.583
-0.045227707 0
-0.045217707 6.39975
-0.045207707 6.39975
-0.045197707 0
-0.045187707 6.39975
-0.045177707 0
-0.045167707 12.7995
-0.045157707 6.39975
-0.045147707 -6.39975
-0.045137707 0
-0.045127707 -435.183
-0.045117707 -435.183
-0.045107707 0
-0.045097707 0
-0.045087707 -6.39975
-0.045077707 6.39975
-0.045067707 6.39975
-0.045057707 -6.39975
-0.045047707 -6.39975
-0.045037707 0
-0.045027707 6.39975
-0.045017707 -6.39975
-0.045007707 0
-0.044997707 -435.183
-0.044987707 -441.583
-0.044977707 0
-0.044967707 0
-0.044957707 6.39975
-0.044947707 6.39975
-0.044937707 0
-0.044927707 -6.39975
-0.044917707 0
-0.044907707 0
-0.044897707 -6.39975
-0.044887707 0
-0.044877707 -441.583
-0.044867707 -441.583
-0.044857707 0
-0.044847707 6.39975
-0.044837707 0
-0.044827707 6.39975
-0.044817707 0
-0.044807707 0
-0.044797707 0
-0.044787707 6.39975
-0.044777707 6.39975
-0.044767707 6.39975
-0.044757707 -6.39975
-0.044747707 -441.583
-0.044737707 -435.183
-0.044727707 0
-0.044717707 -12.7995
-0.044707707 6.39975
-0.044697707 -6.39975
-0.044687707 6.39975
-0.044677707 6.39975
-0.044667707 0
-0.044657707 6.39975
-0.044647707 0
-0.044637707 -6.39975
-0.044627707 -441.583
-0.044617707 -435.183
-0.044607707 -6.39975
-0.044597707 -6.39975
-0.044587707 6.39975
-0.044577707 6.39975
-0.044567707 6.39975
-0.044557707 6.39975
-0.044547707 -6.39975
-0.044537707 6.39975
-0.044527707 6.39975
-0.044517707 0
-0.044507707 12.7995
-0.044497707 -435.183
-0.044487707 -435.183
-0.044477707 0
-0.044467707 0
-0.044457707 -6.39975
-0.044447707 6.39975
-0.044437707 0
-0.044427707 -6.39975
-0.044417707 6.39975
-0.044407707 0
-0.044397707 0
-0.044387707 6.39975
-0.044377707 -435.183
-0.044367707 -441.583
-0.044357707 -6.39975
-0.044347707 6.39975
-0.044337707 -6.39975
-0.044327707 6.39975
-0.044317707 6.39975
-0.044307707 0
-0.044297707 6.39975
-0.044287707 -6.39975
-0.044277707 0
-0.044267707 -6.39975
-0.044257707 6.39975
-0.044247707 -428.784
-0.044237707 -435.183
-0.044227707 -6.39975
-0.044217707 0
-0.044207707 -6.39975
-0.044197707 6.39975
-0.044187707 0
-0.044177707 0
-0.044167707 6.39975
-0.044157707 0
-0.044147707 6.39975
-0.044137707 0
-0.044127707 -435.183
-0.044117707 -435.183
-0.044107707 -6.39975
-0.044097707 0
-0.044087707 0
-0.044077707 0
-0.044067707 0
-0.044057707 -6.39975
-0.044047707 6.39975
-0.044037707 0
-0.044027707 6.39975
-0.044017707 -6.39975
-0.044007707 6.39975
-0.043997707 -441.583
-0.043987707 -441.583
-0.043977707 -12.7995
-0.043967707 0
-0.043957707 0
-0.043947707 -6.39975
-0.043937707 6.39975
-0.043927707 6.39975
-0.043917707 0
-0.043907707 12.7995
-0.043897707 -6.39975
-0.043887707 -6.39975
-0.043877707 -441.583
-0.043867707 -441.583
-0.043857707 -6.39975
-0.043847707 6.39975
-0.043837707 0
-0.043827707 -6.39975
-0.043817707 -6.39975
-0.043807707 0
-0.043797707 -6.39975
-0.043787707 0
-0.043777707 6.39975
-0.043767707 0
-0.043757707 6.39975
-0.043747707 -428.784
-0.043737707 -454.383
-0.043727707 0
-0.043717707 -6.39975
-0.043707707 6.39975
-0.043697707 0
-0.043687707 19.1993
-0.043677707 0
-0.043667707 6.39975
-0.043657707 6.39975
-0.043647707 6.39975
-0.043637707 0
-0.043627707 -428.784
-0.043617707 -441.583
-0.043607707 -19.1993
-0.043597707 0
-0.043587707 -19.1993
-0.043577707 6.39975
-0.043567707 0
-0.043557707 -6.39975
-0.043547707 6.39975
-0.043537707 0
-0.043527707 6.39975
-0.043517707 0
-0.043507707 0
-0.043497707 -428.784
-0.043487707 -441.583
-0.043477707 0
-0.043467707 6.39975
-0.043457707 12.7995
-0.043447707 0
-0.043437707 -6.39975
-0.043427707 6.39975
-0.043417707 6.39975
-0.043407707 0
-0.043397707 12.7995
-0.043387707 0
-0.043377707 -435.183
-0.043367707 -435.183
-0.043357707 -6.39975
-0.043347707 -6.39975
-0.043337707 0
-0.043327707 0
-0.043317707 6.39975
-0.043307707 0
-0.043297707 6.39975
-0.043287707 0
-0.043277707 6.39975
-0.043267707 6.39975
-0.043257707 0
-0.043247707 -428.784
-0.043237707 -428.784
-0.043227707 0
-0.043217707 0
-0.043207707 0
-0.043197707 6.39975
-0.043187707 6.39975
-0.043177707 6.39975
-0.043167707 -6.39975
-0.043157707 0
-0.043147707 -6.39975
-0.043137707 0
-0.043127707 -447.983
-0.043117707 -441.583
-0.043107707 -12.7995
-0.043097707 0
-0.043087707 0
-0.043077707 -6.39975
-0.043067707 0
-0.043057707 0
-0.043047707 -6.39975
-0.043037707 6.39975
-0.043027707 6.39975
-0.043017707 -6.39975
-0.043007707 0
-0.042997707 -435.183
-0.042987707 -441.583
-0.042977707 0
-0.042967707 0
-0.042957707 0
-0.042947707 6.39975
-0.042937707 6.39975
-0.042927707 0
-0.042917707 12.7995
-0.042907707 0
-0.042897707 -6.39975
-0.042887707 6.39975
-0.042877707 -435.183
-0.042867707 -441.583
-0.042857707 -6.39975
-0.042847707 -6.39975
-0.042837707 -6.39975
-0.042827707 6.39975
-0.042817707 0
-0.042807707 0
-0.042797707 0
-0.042787707 6.39975
-0.042777707 0
-0.042767707 0
-0.042757707 6.39975
-0.042747707 -441.583
-0.042737707 -447.983
-0.042727707 0
-0.042717707 0
-0.042707707 6.39975
-0.042697707 6.39975
-0.042687707 -6.39975
-0.042677707 6.39975
-0.042667707 6.39975
-0.042657707 -6.39975
-0.042647707 0
-0.042637707 0
-0.042627707 -441.583
-0.042617707 -447.983
-0.042607707 -12.7995
-0.042597707 -6.39975
-0.042587707 6.39975
-0.042577707 6.39975
-0.042567707 -6.39975
-0.042557707 6.39975
-0.042547707 0
-0.042537707 0
-0.042527707 -6.39975
-0.042517707 6.39975
-0.042507707 0
-0.042497707 -447.983
-0.042487707 -454.383
-0.042477707 -6.39975
-0.042467707 0
-0.042457707 6.39975
-0.042447707 6.39975
-0.042437707 6.39975
-0.042427707 6.39975
-0.042417707 0
-0.042407707 0
-0.042397707 0
-0.042387707 0
-0.042377707 -435.183
-0.042367707 -454.383
-0.042357707 -12.7995
-0.042347707 6.39975
-0.042337707 0
-0.042327707 0
-0.042317707 0
-0.042307707 12.7995
-0.042297707 0
-0.042287707 6.39975
-0.042277707 19.1993
-0.042267707 0
-0.042257707 19.1993
-0.042247707 -441.583
-0.042237707 -447.983
-0.042227707 0
-0.042217707 0
-0.042207707 0
-0.042197707 6.39975
-0.042187707 6.39975
-0.042177707 0
-0.042167707 -6.39975
-0.042157707 -6.39975
-0.042147707 0
-0.042137707 6.39975
-0.042127707 -435.183
-0.042117707 -428.784
-0.042107707 -12.7995
-0.042097707 -6.39975
-0.042087707 -6.39975
-0.042077707 0
-0.042067707 0
-0.042057707 0
-0.042047707 0
-0.042037707 12.7995
-0.042027707 6.39975
