Sample:float;Data:float
"0.0";"5.290167331695557"
"1.0";"5.43652868270874"
"2.0";"5.274574279785156"
"3.0";"5.264095306396484"
"4.0";"5.316331386566162"
"5.0";"5.315805912017822"
"6.0";"5.092653751373291"
"7.0";"5.170687198638916"
"8.0";"4.830407619476318"
"9.0";"4.5492095947265625"
"10.0";"4.567625522613525"
"11.0";"4.495530605316162"
"12.0";"4.06799840927124"
"13.0";"3.9253551959991455"
"14.0";"3.7789177894592285"
"15.0";"3.6087048053741455"
"16.0";"3.2916858196258545"
"17.0";"3.5198986530303955"
"18.0";"3.324873685836792"
"19.0";"2.881650924682617"
"20.0";"2.848682403564453"
"21.0";"2.9419734477996826"
"22.0";"2.6328799724578857"
"23.0";"2.0571460723876953"
"24.0";"2.139807939529419"
"25.0";"2.0259273052215576"
"26.0";"1.7331817150115967"
"27.0";"1.694248914718628"
"28.0";"1.3958473205566406"
"29.0";"0.7389214634895325"
"30.0";"0.6115347743034363"
"31.0";"0.49397915601730347"
"32.0";"0.5341408848762512"
"33.0";"-0.16162237524986267"
"34.0";"-0.39620399475097656"
"35.0";"-0.21649996936321259"
"36.0";"-0.8279209136962891"
"37.0";"-1.1104602813720703"
"38.0";"-1.0953134298324585"
"39.0";"-1.375478744506836"
"40.0";"-1.9226289987564087"
"41.0";"-1.62179696559906"
"42.0";"-1.796263337135315"
"43.0";"-2.1208865642547607"
"44.0";"-2.4756031036376953"
"45.0";"-2.4214606285095215"
"46.0";"-3.096315383911133"
"47.0";"-2.9404640197753906"
"48.0";"-3.2366244792938232"
"49.0";"-3.4456679821014404"
"50.0";"-3.6686344146728516"
"51.0";"-3.886972427368164"
"52.0";"-3.4753105640411377"
"53.0";"-3.7268683910369873"
"54.0";"-4.183525562286377"
"55.0";"-4.624435901641846"
"56.0";"-4.541608810424805"
"57.0";"-4.893695831298828"
"58.0";"-4.54958963394165"
"59.0";"-5.096767425537109"
"60.0";"-5.158552169799805"
"61.0";"-5.374619007110596"
"62.0";"-5.44340705871582"
"63.0";"-5.817150592803955"
"64.0";"-5.502511978149414"
"65.0";"-5.564914226531982"
"66.0";"-5.419682025909424"
"67.0";"-5.83722448348999"
"68.0";"-5.4876532554626465"
"69.0";"-5.088603973388672"
"70.0";"-5.587670803070068"
"71.0";"-5.834867477416992"
"72.0";"-5.523778438568115"
"73.0";"-4.906527042388916"
"74.0";"-5.338196277618408"
"75.0";"-5.2990288734436035"
"76.0";"-5.588842391967773"
"77.0";"-5.398519992828369"
"78.0";"-5.323490142822266"
"79.0";"-5.159175872802734"
"80.0";"-5.376694202423096"
"81.0";"-5.366706848144531"
"82.0";"-5.012247562408447"
"83.0";"-4.92999267578125"
"84.0";"-4.546958923339844"
"85.0";"-4.950978755950928"
"86.0";"-4.633655071258545"
"87.0";"-4.558931827545166"
"88.0";"-3.8954524993896484"
"89.0";"-3.758394956588745"
"90.0";"-4.062919616699219"
"91.0";"-3.9275524616241455"
"92.0";"-3.596965789794922"
"93.0";"-3.4350426197052"
"94.0";"-3.0282580852508545"
"95.0";"-2.7711009979248047"
"96.0";"-2.770872116088867"
"97.0";"-2.2111313343048096"
"98.0";"-1.9878050088882446"
"99.0";"-1.7695426940917969"
"100.0";"-2.003490447998047"
"101.0";"-2.0651957988739014"
"102.0";"-1.7599925994873047"
"103.0";"-0.9545751810073853"
"104.0";"-0.7171637415885925"
"105.0";"-1.210349440574646"
"106.0";"-0.2852541506290436"
"107.0";"0.03602854162454605"
"108.0";"-0.5587266683578491"
"109.0";"0.14567247033119202"
"110.0";"0.7908446192741394"
"111.0";"1.3844966888427734"
"112.0";"0.7002226710319519"
"113.0";"1.0780874490737915"
"114.0";"1.3709138631820679"
"115.0";"2.0841751098632812"
"116.0";"1.8514989614486694"
"117.0";"2.1247406005859375"
"118.0";"2.5540592670440674"
"119.0";"2.5198066234588623"
"120.0";"2.5192477703094482"
"121.0";"2.842266798019409"
"122.0";"3.170060396194458"
"123.0";"3.237433671951294"
